SessionFile,PlayerID,Person,Label,CheatType,RuleCalibrated_Frac,RuleCalibrated_Label
session_2026-08-15_18-35-05.csv,RF-MS1-1-EF024FED46C,Nikolay,0,,0.0,0
session_2026-08-15_18-41-02.csv,Phileas-PC-167800BF4,Phileas,0,,0.0,0
session_2026-08-15_18-41-02.csv,Stacjonarny-CA89EB15,Mateusz,0,,0.7,1
session_2026-08-15_18-41-02.csv,MBurgerPC-C08954A945,Maxi,0,,1.0,1
session_2026-08-15_18-41-02.csv,RF-MS1-1-EF024FED46C,Nikolay,0,,0.0,0
session_2026-08-15_18-43-52.csv,Phileas-PC-167800BF4,Phileas,1,triggerbot,0.9,1
session_2026-08-15_18-43-52.csv,Stacjonarny-CA89EB15,Mateusz,0,,0.1,0
session_2026-08-15_18-43-52.csv,MBurgerPC-C08954A945,Maxi,0,,0.0,0
session_2026-08-15_18-43-52.csv,RF-MS1-1-EF024FED46C,Nikolay,0,,0.0,0
session_2026-08-15_18-46-42.csv,Stacjonarny-CA89EB15,Mateusz,0,,0.6,1
session_2026-08-15_18-46-42.csv,Phileas-PC-167800BF4,Phileas,0,,0.0,0
session_2026-08-15_18-46-42.csv,MBurgerPC-C08954A945,Maxi,0,,0.0,0
session_2026-08-15_18-46-42.csv,RF-MS1-1-EF024FED46C,Nikolay,0,,0.0,0
session_2026-08-15_18-49-33.csv,Stacjonarny-CA89EB15,Mateusz,0,,1.0,1
session_2026-08-15_18-49-33.csv,Phileas-PC-167800BF4,Phileas,0,,0.0,0
session_2026-08-15_18-49-33.csv,MBurgerPC-C08954A945,Maxi,1,aimbot+triggerbot,1.0,1
session_2026-08-15_18-49-33.csv,RF-MS1-1-EF024FED46C,Nikolay,0,,0.0,0
session_2026-08-15_18-52-23.csv,Stacjonarny-CA89EB15,Mateusz,0,,0.0,0
session_2026-08-15_18-52-23.csv,Phileas-PC-167800BF4,Phileas,0,,0.0,0
session_2026-08-15_18-52-23.csv,MBurgerPC-C08954A945,Maxi,0,,0.0,0
session_2026-08-15_18-52-23.csv,RF-MS1-1-EF024FED46C,Nikolay,0,,0.0,0
session_2026-08-15_18-58-29.csv,Phileas-PC-167800BF4,Phileas,0,,0.0,0
session_2026-08-15_18-58-29.csv,RF-MS1-1-EF024FED46C,Nikolay,0,,0.0,0
session_2026-08-15_18-58-29.csv,Stacjonarny-CA89EB15,Mateusz,0,,0.0,0
session_2026-08-15_18-58-29.csv,MBurgerPC-C08954A945,Maxi,0,,0.0,0
session_2026-08-15_19-01-19.csv,Phileas-PC-167800BF4,Phileas,1,aimbot,1.0,1
session_2026-08-15_19-01-19.csv,RF-MS1-1-EF024FED46C,Nikolay,0,,0.0,0
session_2026-08-15_19-01-19.csv,Stacjonarny-CA89EB15,Mateusz,0,,0.0,0
session_2026-08-15_19-01-19.csv,MBurgerPC-C08954A945,Maxi,0,,0.0,0
session_2026-08-15_19-04-09.csv,Phileas-PC-167800BF4,Phileas,0,,0.0,0
session_2026-08-15_19-04-09.csv,RF-MS1-1-EF024FED46C,Nikolay,0,,0.0,0
session_2026-08-15_19-04-09.csv,Stacjonarny-CA89EB15,Mateusz,0,,0.0,0
session_2026-08-15_19-04-09.csv,MBurgerPC-C08954A945,Maxi,0,,0.0,0
session_2026-08-15_19-06-59.csv,Phileas-PC-167800BF4,Phileas,0,,0.0,0
session_2026-08-15_19-06-59.csv,RF-MS1-1-EF024FED46C,Nikolay,1,godmode+aimbot,1.0,1
session_2026-08-15_19-06-59.csv,Stacjonarny-CA89EB15,Mateusz,0,,0.0,0
session_2026-08-15_19-06-59.csv,MBurgerPC-C08954A945,Maxi,0,,0.0,0
session_2026-08-15_19-09-49.csv,Phileas-PC-167800BF4,Phileas,0,,0.0,0
session_2026-08-15_19-09-49.csv,RF-MS1-1-EF024FED46C,Nikolay,0,,0.0,0
session_2026-08-15_19-09-49.csv,Stacjonarny-CA89EB15,Mateusz,0,,0.0,0
session_2026-08-15_19-09-49.csv,MBurgerPC-C08954A945,Maxi,0,,0.0,0
session_2026-08-15_19-13-05.csv,MBurgerPC-C08954A945,Maxi,1,aimbot+wallhack+triggerbot+godmode,1.0,1
session_2026-08-15_19-13-05.csv,RF-MS1-1-EF024FED46C,Nikolay,0,,0.0,0
session_2026-08-15_19-13-05.csv,Stacjonarny-CA89EB15,Mateusz,0,,1.0,1
session_2026-08-15_19-13-05.csv,Phileas-PC-167800BF4,Phileas,0,,1.0,1
session_2026-08-15_19-15-55.csv,Phileas-PC-167800BF4,Phileas,0,,0.0,0
session_2026-08-15_19-15-55.csv,MBurgerPC-C08954A945,Maxi,0,,0.0,0
